,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
2004,Citroën,184002,100,diesel,black,hatchback,False,True,False,False,False,True,True,100
2005,Citroën,126316,120,diesel,grey,hatchback,True,True,False,False,False,False,True,117
2006,Citroën,143275,105,diesel,blue,hatchback,False,True,False,False,False,True,True,99
2007,BMW,52139,85,diesel,blue,hatchback,False,False,False,False,False,False,True,97
2008,Volkswagen,112635,190,diesel,black,hatchback,True,True,True,True,True,True,True,149
2009,BMW,88739,85,diesel,blue,hatchback,True,False,False,False,False,False,True,91
2010,Peugeot,65717,135,diesel,white,hatchback,False,False,False,False,False,False,False,120
2011,Citroën,53189,110,diesel,grey,hatchback,False,True,False,False,False,False,True,117
2012,BMW,107880,85,diesel,white,hatchback,False,False,False,False,True,True,True,114
2013,Audi,42067,110,diesel,black,hatchback,True,True,False,False,True,False,True,147
2014,BMW,102321,85,diesel,grey,hatchback,True,True,False,False,False,False,True,104
2015,Peugeot,174005,110,petrol,black,hatchback,False,False,False,False,False,False,True,73
2016,Citroën,107861,105,diesel,black,hatchback,False,False,False,False,False,True,True,97
2017,Citroën,151500,122,diesel,red,hatchback,True,True,False,False,True,True,True,124
2018,Mercedes,113047,100,diesel,brown,hatchback,False,True,False,False,False,True,True,130
2019,BMW,178367,85,diesel,white,hatchback,False,True,False,False,False,True,True,99
2020,BMW,184087,85,diesel,blue,hatchback,True,True,False,False,False,False,True,93
2021,Volkswagen,152216,100,diesel,silver,hatchback,True,True,False,False,True,True,True,146
2022,Ford,109592,155,diesel,black,hatchback,True,False,True,False,True,True,True,109
2023,Mercedes,145712,105,diesel,blue,hatchback,True,True,False,False,False,False,True,114
2024,Audi,190754,135,diesel,black,hatchback,True,True,False,False,True,True,True,137
2025,BMW,130547,85,diesel,white,hatchback,False,True,False,False,False,False,True,104
2026,Opel,127175,135,diesel,grey,hatchback,True,True,False,False,True,False,True,133
2027,BMW,186903,85,diesel,silver,hatchback,False,True,False,False,False,False,True,101
2028,BMW,75413,85,diesel,blue,hatchback,False,True,False,False,False,False,True,104
2029,Peugeot,61347,135,diesel,white,hatchback,False,True,False,False,True,False,True,125
2030,BMW,238587,85,diesel,black,hatchback,False,True,True,False,True,False,False,99
2031,BMW,155088,85,diesel,grey,hatchback,True,True,False,False,False,False,True,95
2032,Mercedes,115044,105,diesel,black,hatchback,False,True,False,False,False,False,True,109
2033,Citroën,137320,105,diesel,blue,hatchback,False,False,False,False,False,False,True,83
2034,BMW,169720,85,diesel,blue,hatchback,False,False,False,False,False,False,True,90
2035,Citroën,200443,105,diesel,black,hatchback,False,True,False,False,False,False,True,96
2036,Citroën,69225,110,diesel,white,hatchback,False,True,False,False,False,False,True,121
2037,BMW,164467,85,diesel,grey,hatchback,False,False,False,False,False,True,True,97
2038,BMW,102677,100,petrol,black,hatchback,False,False,False,False,True,True,True,100
2039,Audi,187514,135,diesel,grey,hatchback,True,True,False,False,False,False,True,123
2040,Renault,173749,142,diesel,black,hatchback,True,True,True,False,True,True,True,149
2041,BMW,135880,85,diesel,black,hatchback,False,False,False,False,False,False,True,94
2042,Audi,44748,135,diesel,white,hatchback,False,False,False,False,False,False,True,134
2043,Mercedes,158005,105,diesel,silver,hatchback,True,True,False,False,False,False,True,108
2044,Peugeot,49069,135,diesel,blue,hatchback,False,True,False,False,False,False,True,142
2045,BMW,109377,85,diesel,black,hatchback,False,True,False,False,False,False,True,94
2046,Mercedes,176840,100,diesel,grey,hatchback,True,True,False,False,True,False,True,115
2047,Renault,196537,137,diesel,black,hatchback,True,True,False,False,True,False,True,120
2048,Citroën,121398,95,petrol,grey,hatchback,True,False,False,False,False,False,True,62
2049,BMW,107248,87,diesel,black,hatchback,True,True,False,False,True,True,True,104
2050,Mercedes,173911,100,diesel,black,hatchback,False,True,False,False,True,False,True,106
2051,Mercedes,145576,105,diesel,blue,hatchback,True,True,False,False,False,False,True,108
2052,BMW,74820,85,diesel,silver,hatchback,False,True,False,False,False,True,True,107
2053,Volkswagen,148740,120,diesel,black,hatchback,True,True,True,False,True,False,True,151
2054,BMW,131563,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97
2055,Renault,59729,225,petrol,blue,hatchback,True,True,False,False,True,True,True,157
2056,Mercedes,169635,100,diesel,blue,hatchback,True,True,False,False,False,False,True,122
2057,Audi,150711,135,diesel,grey,hatchback,False,False,True,True,True,True,True,130
2058,Citroën,63824,110,diesel,blue,hatchback,False,True,False,False,False,False,True,115
2059,Peugeot,89123,142,diesel,white,hatchback,False,True,True,False,True,True,True,133
2060,Citroën,83399,105,diesel,black,hatchback,True,True,True,False,True,True,True,117
2061,BMW,137867,85,diesel,black,hatchback,False,False,False,False,False,False,True,93
2062,BMW,130353,85,diesel,black,hatchback,True,True,False,False,False,False,True,95
2063,BMW,140631,85,diesel,grey,hatchback,False,True,True,False,False,True,True,95
2064,Renault,188900,142,diesel,grey,hatchback,True,True,True,False,True,False,True,136
2065,Citroën,134600,125,petrol,white,hatchback,False,False,True,False,False,False,False,122
2066,BMW,148328,85,diesel,grey,hatchback,False,True,False,False,False,True,True,96
2067,Citroën,121277,100,diesel,black,hatchback,False,True,False,False,False,False,True,99
2068,Mercedes,177140,100,diesel,grey,hatchback,True,True,False,False,True,False,True,114
2069,Mercedes,91122,100,diesel,silver,hatchback,False,True,False,False,False,False,True,127
2070,Mercedes,71857,100,diesel,white,hatchback,False,False,False,False,True,False,True,130
2071,Opel,89843,135,diesel,black,hatchback,False,True,False,False,True,True,True,155
2072,Volkswagen,143839,105,diesel,black,hatchback,True,True,True,False,True,True,True,146
2073,Mercedes,193314,100,diesel,brown,hatchback,False,True,False,False,False,False,True,112
2074,Peugeot,157885,135,diesel,silver,hatchback,False,False,False,False,True,False,True,122
2075,BMW,42273,80,petrol,black,hatchback,False,False,False,False,False,False,True,116
2076,Mercedes,174758,100,diesel,brown,hatchback,True,True,False,False,False,False,True,119
2077,Renault,174614,85,diesel,black,hatchback,False,True,False,False,False,True,True,107
2078,BMW,132529,85,diesel,blue,hatchback,False,True,False,False,False,False,True,91
2079,Mercedes,132715,105,diesel,black,hatchback,False,True,False,False,False,False,True,125
2080,BMW,176983,85,diesel,silver,hatchback,False,True,False,False,False,False,True,89
2081,Citroën,165358,135,diesel,white,hatchback,False,True,False,False,False,False,True,114
2082,Audi,78582,120,diesel,blue,hatchback,True,True,False,False,False,False,True,129
2083,BMW,200985,85,diesel,grey,hatchback,False,True,False,False,True,False,True,102
2084,Audi,204091,135,diesel,black,hatchback,False,False,False,False,True,True,True,126
2085,BMW,154078,85,diesel,silver,hatchback,False,True,False,False,False,False,True,90
2086,Mercedes,160587,100,diesel,blue,hatchback,False,True,False,False,True,False,True,97
2087,Mercedes,29782,105,diesel,black,hatchback,False,True,False,False,False,False,False,128
2088,Mercedes,115854,105,diesel,white,hatchback,False,False,False,False,True,False,True,120
2089,BMW,129872,85,diesel,black,hatchback,False,False,False,False,False,False,True,84
2090,BMW,146485,85,diesel,blue,hatchback,False,False,False,False,False,False,True,89
2091,Alfa Romeo,136502,230,diesel,grey,hatchback,False,True,False,True,True,True,True,158
2092,Volkswagen,94360,100,diesel,blue,hatchback,True,True,False,False,True,False,True,143
2093,KIA Motors,110091,190,diesel,black,hatchback,True,True,False,False,False,True,True,149
2094,Opel,66690,135,diesel,silver,hatchback,True,True,False,True,True,False,True,115
2095,Audi,203550,135,diesel,blue,hatchback,True,True,False,False,False,False,True,116
2096,BMW,39555,85,diesel,black,hatchback,False,False,False,False,False,False,True,66
2097,Peugeot,136955,135,diesel,blue,hatchback,False,False,False,False,False,True,True,113
2098,Citroën,201187,105,diesel,silver,hatchback,False,False,False,False,False,False,True,71
2099,BMW,168233,85,diesel,black,hatchback,False,True,False,False,False,False,True,60
2100,Volkswagen,66816,110,diesel,silver,hatchback,False,True,False,False,True,False,True,127
2101,BMW,219066,85,diesel,blue,hatchback,True,True,False,False,False,False,True,97
2102,Mercedes,183272,105,diesel,blue,hatchback,False,True,False,False,False,False,True,109
2103,Volkswagen,77883,190,diesel,blue,hatchback,True,True,True,False,True,True,True,160
2104,Peugeot,71260,140,diesel,grey,hatchback,False,True,False,False,False,False,True,139
2105,Citroën,44243,110,diesel,grey,hatchback,False,True,False,False,False,False,True,120
2106,Audi,171465,135,diesel,white,hatchback,True,True,True,True,True,False,True,129
2107,BMW,137574,85,diesel,blue,hatchback,True,True,False,False,False,True,True,96
2108,BMW,122647,85,diesel,blue,hatchback,False,True,False,False,False,False,True,103
2109,BMW,60828,90,petrol,black,hatchback,False,False,False,False,False,False,True,90
2110,BMW,85989,90,petrol,black,hatchback,False,False,False,False,False,False,True,78
2111,Citroën,211148,100,diesel,grey,hatchback,False,True,False,False,False,False,True,65
2112,Citroën,106597,100,diesel,black,hatchback,False,True,False,False,False,False,True,95
2113,Audi,175770,135,diesel,silver,hatchback,True,True,False,False,True,True,True,131
2114,Citroën,184180,120,diesel,brown,hatchback,False,True,False,False,False,False,True,110
2115,Citroën,32544,105,diesel,silver,hatchback,False,False,False,False,False,False,False,119
2116,BMW,88560,85,diesel,brown,hatchback,False,True,False,False,False,False,True,99
2117,BMW,206822,155,diesel,black,hatchback,True,True,True,False,True,False,True,120
2118,BMW,105140,85,diesel,grey,hatchback,False,True,False,False,False,False,False,96
2119,BMW,70033,85,diesel,blue,hatchback,False,True,False,False,False,False,True,103
2120,BMW,133992,85,diesel,brown,hatchback,False,False,False,False,False,False,True,91
2121,Volkswagen,90173,120,diesel,black,hatchback,True,True,False,False,True,False,True,142
2122,Opel,82979,135,diesel,white,hatchback,True,True,False,False,True,True,True,162
2123,Citroën,158548,137,petrol,black,hatchback,False,True,False,False,False,False,True,104
2124,Peugeot,103993,135,diesel,grey,hatchback,False,True,True,False,True,True,True,120
2125,Volkswagen,130518,180,diesel,grey,hatchback,True,True,True,True,True,False,True,150
2126,BMW,116035,85,diesel,grey,hatchback,True,True,True,False,False,True,True,100
2127,Volkswagen,105663,105,diesel,black,hatchback,True,True,False,False,True,False,True,146
2128,BMW,48859,85,diesel,black,hatchback,False,True,False,False,False,False,True,109
2129,Audi,206236,135,diesel,grey,hatchback,True,True,False,True,True,True,True,127
2130,Mercedes,211133,100,diesel,blue,hatchback,False,True,False,False,False,False,True,116
2131,BMW,155916,85,diesel,black,hatchback,False,True,False,False,True,False,False,99
2132,Citroën,198577,90,diesel,silver,hatchback,False,False,False,False,False,False,True,57
2133,Volkswagen,56421,135,diesel,brown,hatchback,True,True,False,False,True,False,True,147
2134,Audi,179530,135,diesel,blue,hatchback,True,True,True,True,True,True,True,133
2135,Audi,154184,135,diesel,grey,hatchback,False,True,False,False,True,True,True,130
2136,BMW,12580,85,diesel,silver,hatchback,False,True,False,False,False,False,True,96
2137,Citroën,125548,105,diesel,black,hatchback,False,False,False,False,False,False,True,116
2138,BMW,91361,85,diesel,blue,hatchback,False,True,False,False,False,False,True,85
2139,Mercedes,43550,100,diesel,white,hatchback,False,True,False,False,False,False,True,142
2140,Mercedes,191349,100,diesel,beige,hatchback,False,True,False,False,False,False,True,114
2141,Opel,155796,135,diesel,black,hatchback,True,True,False,False,True,False,True,141
2142,Peugeot,75431,135,diesel,grey,hatchback,True,True,True,True,True,True,True,124
2143,Ferrari,195281,190,diesel,black,hatchback,True,True,False,False,False,False,True,156
2144,BMW,130511,85,diesel,black,hatchback,False,False,False,False,False,False,True,79
2145,BMW,97884,85,diesel,brown,hatchback,True,True,False,False,False,False,True,106
2146,Opel,64380,140,diesel,silver,hatchback,True,True,False,True,False,True,True,173
2147,Mercedes,172930,100,diesel,grey,hatchback,True,True,False,False,True,False,True,115
2148,Audi,100491,140,diesel,black,hatchback,True,True,False,False,True,True,True,135
2149,Citroën,116577,105,diesel,black,hatchback,True,False,False,False,False,True,True,100
2150,Volkswagen,78407,120,diesel,beige,hatchback,True,True,False,False,True,False,True,129
2151,Citroën,230189,90,diesel,brown,hatchback,False,False,False,False,False,True,True,57
2152,Mercedes,132280,105,diesel,blue,hatchback,True,True,True,False,True,True,True,122
2153,BMW,169094,85,diesel,black,hatchback,False,True,False,False,False,False,True,107
2154,BMW,156699,85,diesel,blue,hatchback,False,True,False,False,True,False,False,101
2155,Citroën,156967,122,diesel,grey,hatchback,True,True,False,False,True,True,True,126
2156,Mercedes,184183,105,diesel,black,hatchback,False,True,False,False,True,False,True,125
2157,Audi,188512,135,diesel,grey,hatchback,True,True,False,False,False,False,True,123
2158,Volkswagen,130101,120,diesel,blue,hatchback,True,True,False,False,True,False,True,136
2159,Citroën,45779,105,diesel,silver,hatchback,False,True,False,False,True,False,True,137
2160,Audi,70461,135,diesel,white,hatchback,True,True,True,False,True,False,True,161
2161,Citroën,72790,120,diesel,white,hatchback,False,True,True,False,True,False,True,138
2162,BMW,67330,85,diesel,blue,hatchback,False,False,False,False,True,False,True,103
2163,Audi,119926,135,diesel,grey,hatchback,False,True,True,False,True,True,True,144
2164,Mercedes,149993,100,diesel,black,hatchback,True,True,False,False,False,True,True,124
2165,Renault,64985,230,diesel,grey,hatchback,True,True,True,True,False,True,True,186
2166,BMW,183829,85,diesel,blue,hatchback,False,True,False,False,False,True,True,93
2167,BMW,100296,160,diesel,black,hatchback,False,True,False,False,True,True,True,151
2168,Volkswagen,15546,75,petrol,black,hatchback,False,False,False,False,False,False,True,104
2169,Mercedes,168589,100,diesel,black,hatchback,True,True,True,False,False,False,True,111
2170,Audi,211329,120,diesel,white,hatchback,True,True,False,False,False,False,True,112
2171,Mercedes,179630,100,diesel,blue,hatchback,False,True,True,False,False,False,True,96
2172,BMW,217179,85,diesel,black,hatchback,True,True,False,False,True,False,True,93
2173,Volkswagen,370256,135,diesel,black,hatchback,True,True,True,False,True,False,True,132
2174,Citroën,138226,90,diesel,black,hatchback,False,False,True,False,False,True,True,68
2175,Audi,104753,135,diesel,blue,hatchback,True,True,True,False,False,False,True,132
2176,BMW,111308,85,petrol,black,hatchback,False,False,False,False,True,False,True,59
2177,Citroën,47551,110,diesel,grey,hatchback,False,True,False,False,False,False,True,118
2178,Opel,27547,120,diesel,brown,hatchback,True,True,True,False,True,False,True,179
2179,BMW,38917,85,diesel,white,hatchback,False,True,False,False,False,False,False,84
2180,BMW,147313,85,diesel,grey,hatchback,False,False,False,False,False,False,False,94
2181,Citroën,142991,105,diesel,white,hatchback,False,False,False,False,False,False,True,101
2182,Volkswagen,100437,120,diesel,grey,hatchback,True,True,True,False,True,False,True,153
2183,Mercedes,162580,100,diesel,black,hatchback,True,True,False,False,False,False,True,110
2184,Volkswagen,333820,155,diesel,black,hatchback,True,True,True,False,True,False,True,110
2185,BMW,153985,85,diesel,silver,hatchback,False,True,False,False,False,False,False,96
2186,BMW,105041,85,diesel,white,hatchback,False,True,False,False,False,True,True,106
2187,Renault,19476,225,petrol,white,hatchback,True,True,False,False,True,False,True,201
2188,Mercedes,147926,100,diesel,grey,hatchback,False,True,False,False,False,False,True,120
2189,BMW,177679,85,diesel,grey,hatchback,True,False,False,False,False,False,True,96
2190,BMW,85173,85,diesel,blue,hatchback,True,True,True,False,False,False,True,105
2191,Citroën,51273,110,diesel,black,hatchback,False,True,False,False,False,False,True,114
2192,BMW,191642,85,diesel,black,hatchback,False,True,False,False,True,True,True,100
2193,BMW,127577,85,diesel,white,hatchback,False,False,False,False,False,False,True,94
2194,Volkswagen,113709,120,diesel,black,hatchback,True,True,False,False,True,True,True,148
2195,Opel,177793,135,diesel,white,hatchback,True,True,False,False,True,True,True,144
2196,Volkswagen,52299,75,petrol,black,hatchback,False,False,False,False,True,True,True,116
2197,Volkswagen,273532,180,diesel,beige,hatchback,True,True,False,True,False,True,True,117
2198,Peugeot,38005,140,diesel,black,hatchback,False,False,False,False,False,False,False,152
2199,Audi,96166,135,diesel,grey,hatchback,False,True,False,False,False,False,True,135
2200,Alfa Romeo,137007,230,diesel,grey,hatchback,False,True,False,True,True,True,True,157
2201,Renault,146402,137,diesel,grey,hatchback,True,True,False,False,False,False,True,127
2202,Mercedes,176050,100,diesel,black,hatchback,False,True,False,False,False,True,True,126
2203,BMW,62350,85,diesel,grey,hatchback,False,False,False,False,False,False,True,103
2204,BMW,86048,85,diesel,black,hatchback,False,True,False,False,False,True,True,109
2205,BMW,26925,85,diesel,white,hatchback,False,True,False,False,False,False,True,120
2206,BMW,181062,85,diesel,blue,hatchback,False,True,False,False,False,False,True,93
2207,Opel,172364,140,diesel,white,hatchback,False,True,True,False,False,False,True,118
2208,BMW,75197,85,diesel,blue,hatchback,True,False,False,False,False,True,True,104
2209,Citroën,142220,105,diesel,grey,hatchback,True,True,False,False,False,False,True,104
2210,Citroën,59974,110,diesel,grey,hatchback,False,True,False,False,False,False,True,117
2211,KIA Motors,50609,190,diesel,beige,hatchback,True,True,False,False,False,False,True,157
2212,BMW,111944,85,diesel,blue,hatchback,False,True,False,False,False,False,True,93
2213,Volkswagen,17013,75,petrol,white,hatchback,False,False,False,False,False,False,True,103
2214,Ford,85939,160,diesel,silver,hatchback,False,True,True,False,True,True,True,140
2215,BMW,181208,85,diesel,white,hatchback,True,False,False,False,False,False,True,90
2216,Mercedes,104861,100,diesel,brown,hatchback,True,True,False,False,False,False,True,136
2217,Peugeot,128502,135,diesel,blue,hatchback,False,True,False,False,False,False,True,107
2218,BMW,121821,85,diesel,grey,hatchback,False,False,False,False,False,False,True,92
2219,BMW,116708,85,diesel,black,hatchback,False,True,False,False,False,False,True,95
2220,Citroën,90248,105,diesel,grey,hatchback,False,False,False,False,False,False,True,84
2221,Mercedes,134873,105,diesel,blue,hatchback,False,False,False,False,False,False,False,109
2222,Audi,93670,135,diesel,black,hatchback,True,True,False,False,False,True,True,147
2223,Audi,145172,120,diesel,grey,hatchback,True,True,True,False,False,True,True,115
2224,BMW,100865,85,diesel,black,hatchback,False,True,False,False,False,False,True,103
2225,Citroën,161376,105,diesel,black,hatchback,False,True,False,False,False,True,True,111
2226,Peugeot,183906,130,diesel,blue,hatchback,False,False,False,False,False,False,True,75
2227,BMW,101675,85,diesel,blue,hatchback,False,True,False,False,False,True,True,99
2228,Citroën,246370,105,diesel,white,hatchback,False,True,False,False,False,False,True,75
2229,Mercedes,87471,105,diesel,grey,hatchback,True,True,True,False,True,True,True,133
2230,Opel,40168,135,diesel,black,hatchback,False,True,False,False,True,True,True,172
2231,BMW,150919,85,diesel,grey,hatchback,False,True,False,False,False,False,True,91
2232,BMW,43386,85,diesel,blue,hatchback,False,False,False,False,False,False,True,124
2233,Citroën,146724,120,diesel,black,hatchback,True,True,True,False,False,True,True,115
2234,BMW,148925,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97
2235,Mercedes,156215,105,diesel,black,hatchback,False,True,True,False,True,True,True,126
2236,BMW,90083,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99
2237,Peugeot,139318,135,diesel,blue,hatchback,False,True,False,False,True,True,True,127
2238,Citroën,114616,105,diesel,grey,hatchback,False,True,False,False,False,True,True,98
2239,Citroën,210764,100,diesel,grey,hatchback,False,True,False,False,False,False,True,65
2240,BMW,143829,85,diesel,grey,hatchback,False,True,False,False,False,False,True,99
2241,BMW,145350,85,diesel,blue,hatchback,True,True,False,False,False,False,True,97
2242,Volkswagen,101439,135,diesel,grey,hatchback,True,True,True,False,True,True,True,151
2243,BMW,179071,85,diesel,grey,hatchback,False,True,False,False,True,False,True,108
2244,BMW,138203,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97
2245,Citroën,91927,100,diesel,white,hatchback,False,True,False,False,True,True,True,111
2246,BMW,110575,85,diesel,blue,hatchback,False,False,False,False,False,False,True,95
2247,Citroën,53952,110,diesel,blue,hatchback,False,True,False,False,False,False,True,111
2248,Fiat,146980,150,diesel,black,hatchback,True,True,False,False,True,True,True,79
2249,Citroën,199159,90,diesel,black,hatchback,True,True,True,False,False,False,True,70
2250,BMW,69188,85,diesel,blue,hatchback,False,False,False,False,False,False,True,98
2251,BMW,43822,85,diesel,black,hatchback,False,True,False,False,True,False,True,98
2252,BMW,112223,85,diesel,blue,hatchback,True,True,True,False,False,False,True,91
2253,Citroën,68060,110,diesel,black,hatchback,False,True,False,False,False,False,True,118
2254,Renault,42261,225,petrol,grey,hatchback,True,True,False,True,True,True,True,164
2255,Volkswagen,183601,135,diesel,black,hatchback,True,True,True,False,True,False,True,127
2256,Mercedes,145240,100,diesel,black,hatchback,False,True,False,False,False,True,True,112
2257,Volkswagen,100394,120,diesel,grey,hatchback,True,True,True,False,True,False,True,140
2258,BMW,141063,85,diesel,white,hatchback,False,True,False,False,False,False,True,100
2259,Opel,11700,120,diesel,blue,hatchback,True,True,False,False,True,False,True,128
2260,BMW,151334,85,diesel,white,hatchback,False,True,False,False,False,False,True,97
2261,Mercedes,60013,100,diesel,white,hatchback,True,True,False,False,False,False,True,120
2262,Mercedes,125677,100,diesel,grey,hatchback,False,True,False,False,True,False,True,115
2263,BMW,59453,85,diesel,black,hatchback,False,False,False,False,False,False,True,100
2264,BMW,102884,85,diesel,grey,hatchback,True,False,True,False,False,False,True,75
2265,Mercedes,156195,105,diesel,grey,hatchback,True,True,False,False,True,True,True,128
2266,Mercedes,132353,100,diesel,blue,hatchback,False,False,True,False,True,False,True,114
2267,Mercedes,182372,100,diesel,blue,hatchback,True,True,False,False,False,False,True,117
2268,BMW,137660,85,diesel,blue,hatchback,True,True,False,False,False,True,True,95
2269,BMW,113121,85,diesel,brown,hatchback,True,True,False,False,False,False,True,104
2270,Citroën,54484,100,diesel,blue,hatchback,False,True,False,False,False,True,True,113
2271,BMW,136286,85,diesel,black,hatchback,False,False,False,False,False,False,True,93
2272,BMW,60979,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99
2273,Volkswagen,87768,70,diesel,brown,hatchback,False,False,False,False,False,False,True,79
2274,BMW,123406,85,diesel,grey,hatchback,False,False,False,False,False,False,True,79
2275,Alfa Romeo,136949,230,diesel,grey,hatchback,False,True,False,True,True,True,True,158
2276,Volkswagen,42240,100,diesel,black,hatchback,True,True,False,False,True,False,True,158
2277,BMW,52611,85,diesel,black,hatchback,False,False,False,False,False,False,True,101
2278,Audi,144945,135,diesel,silver,hatchback,False,True,False,False,True,True,True,123
2279,Mercedes,191392,100,diesel,black,hatchback,False,False,True,False,False,False,True,110
2280,BMW,184574,85,diesel,blue,hatchback,False,True,False,False,False,False,True,97
2281,Audi,143003,120,diesel,silver,hatchback,False,True,False,False,False,False,True,124
2282,Mercedes,49189,100,diesel,blue,hatchback,True,True,True,False,True,True,True,135
2283,BMW,86537,85,diesel,black,hatchback,False,True,False,False,False,False,True,123
2284,BMW,135543,85,diesel,black,hatchback,False,True,False,False,False,False,True,83
2285,BMW,115193,85,diesel,silver,hatchback,False,True,False,False,False,False,True,100
2286,Citroën,138439,90,diesel,black,hatchback,False,False,True,False,False,True,True,70
2287,BMW,145241,85,diesel,black,hatchback,False,True,False,False,False,False,True,89
2288,BMW,60957,85,diesel,blue,hatchback,True,False,False,False,False,False,True,113
2289,Mercedes,193477,100,diesel,black,hatchback,False,True,False,False,False,False,True,114
2290,BMW,151557,85,diesel,black,hatchback,False,False,False,False,False,True,True,95
2291,Peugeot,61476,135,diesel,silver,hatchback,True,True,False,True,True,True,True,122
2292,BMW,177314,85,diesel,white,hatchback,False,False,False,False,False,False,True,91
2293,Mercedes,139767,105,diesel,blue,hatchback,False,True,False,False,False,False,True,121
2294,BMW,121510,85,diesel,black,hatchback,False,True,False,False,False,True,True,96
2295,Volkswagen,197578,120,diesel,black,hatchback,True,True,False,False,False,False,True,151
2296,BMW,70714,85,diesel,white,hatchback,False,False,False,False,False,False,True,103
2297,Mercedes,188345,100,diesel,white,hatchback,True,True,False,False,False,True,True,128
2298,BMW,137507,85,diesel,brown,hatchback,False,True,False,False,False,False,True,95
2299,Volkswagen,122621,190,diesel,brown,hatchback,True,True,True,True,True,True,True,176
2300,Volkswagen,149967,135,diesel,black,hatchback,True,True,True,False,False,False,True,137
2301,BMW,67035,85,diesel,white,hatchback,False,False,False,False,False,False,True,94
2302,Citroën,50972,110,diesel,blue,hatchback,False,True,False,False,False,False,True,117
2303,BMW,155313,85,diesel,white,hatchback,False,True,False,False,False,False,True,98
2304,BMW,42485,85,diesel,silver,hatchback,False,False,False,False,False,False,True,104
2305,BMW,77065,85,diesel,blue,hatchback,True,True,False,False,True,False,True,116
2306,Audi,117963,135,diesel,white,hatchback,True,True,False,True,True,True,True,141
2307,Renault,70490,230,diesel,white,hatchback,True,True,False,True,True,False,True,189
2308,BMW,70800,85,diesel,black,hatchback,False,True,False,False,False,False,True,100
2309,Mercedes,140058,100,diesel,black,hatchback,True,True,False,False,False,True,True,129
2310,Mercedes,29835,100,diesel,black,hatchback,True,True,False,False,False,False,True,153
2311,Volkswagen,81394,120,diesel,grey,hatchback,True,True,False,False,True,False,True,148
2312,BMW,86736,85,diesel,black,hatchback,False,True,False,False,False,False,True,123
2313,Citroën,105809,100,diesel,white,hatchback,False,False,False,False,True,True,True,103
2314,BMW,175172,85,diesel,grey,hatchback,False,False,False,False,False,False,True,73
2315,Volkswagen,109779,100,diesel,grey,hatchback,True,True,False,False,True,False,True,140
2316,Renault,133621,230,diesel,black,hatchback,True,True,True,False,False,True,True,200
2317,Porsche,78740,75,electro,grey,hatchback,True,True,False,False,False,False,True,144
2318,BMW,129562,85,diesel,grey,hatchback,True,False,False,False,False,False,True,101
2319,BMW,98204,85,diesel,black,hatchback,False,True,False,False,True,True,True,107
2320,Citroën,174514,100,diesel,black,hatchback,False,False,False,False,False,False,True,70
2321,BMW,150130,85,diesel,blue,hatchback,True,True,False,False,True,False,True,106
2322,BMW,189285,100,petrol,black,hatchback,False,True,False,False,False,False,True,94
2323,Citroën,245775,90,diesel,black,hatchback,True,True,False,False,False,False,True,57
2324,Renault,84187,230,diesel,grey,hatchback,True,True,False,False,True,False,True,173
2325,Opel,87036,120,diesel,black,hatchback,True,True,False,False,True,False,True,158
2326,Renault,70840,230,diesel,white,hatchback,True,True,False,True,True,False,True,191
2327,BMW,116652,85,diesel,blue,hatchback,False,True,False,False,False,False,True,96
2328,BMW,121765,85,diesel,grey,hatchback,True,True,False,False,True,False,True,104
2329,Opel,38700,120,diesel,grey,hatchback,True,True,True,False,True,False,True,158
2330,BMW,136985,85,diesel,black,hatchback,False,False,False,False,False,False,True,88
2331,Mercedes,190919,100,diesel,black,hatchback,True,True,True,False,True,False,True,123
2332,Citroën,108680,105,diesel,grey,hatchback,False,True,False,False,False,False,True,113
2333,Audi,95584,135,diesel,brown,hatchback,True,True,False,False,True,True,True,148
2334,BMW,88491,85,diesel,black,hatchback,False,False,False,False,False,False,True,101
2335,BMW,155733,85,diesel,black,hatchback,False,True,False,False,False,False,True,100
2336,Citroën,243524,110,diesel,grey,hatchback,False,False,True,False,False,True,True,33
2337,Mercedes,225046,105,diesel,black,hatchback,True,True,False,False,False,True,True,114
2338,BMW,57727,85,diesel,black,hatchback,False,False,False,False,False,False,True,98
2339,Audi,153958,135,diesel,beige,hatchback,True,True,False,False,False,False,True,128
2340,Mercedes,182506,100,diesel,blue,hatchback,False,True,False,False,False,False,True,114
2341,Peugeot,114968,135,diesel,white,hatchback,False,True,False,True,False,True,True,117
2342,Audi,69626,135,diesel,white,hatchback,True,True,True,False,True,True,True,150
2343,BMW,122092,85,diesel,brown,hatchback,False,True,False,False,True,False,True,103
2344,BMW,155705,85,diesel,black,hatchback,False,False,True,False,False,True,True,102
2345,BMW,163618,85,diesel,black,hatchback,False,True,False,False,False,False,True,93
2346,BMW,116770,85,diesel,black,hatchback,False,True,False,False,True,False,True,98
2347,Audi,191795,135,petrol,grey,hatchback,True,True,False,False,False,False,True,110
